Date,Max.,Min.,Morn,Eve,Rain,Rainy Days ,PE,cloud cover
19.03.12,36,12,71,33,0,0,6.09,1
20.03.12,37,14,52,32,0,0,10.43,2
21.03.12,36,16,56,39,0,0,5.22,2
22.03.12,36,14,62,33,0,0,6.09,1
23.03.12,32,12,63,24,0,0,7.39,1
24.03.12,36,12,69,27,0,0,5.22,0
25.03.12,36,14,57,24,0,0,7.83,1
26.03.12,37,15,54,33,0,0,7.39,2
27.03.12,39,16,62,34,0,0,6.52,2
28.03.12,38,15,50,31,0,0,7.83,1
29.03.12,39,17,52,33,0,0,10.43,2
30.03.12,40,19,56,33,0,0,7.39,1
31.03.12,41,18,52,20,0,0,8.69,1
Average,41,10,89,20,0,0,6.61,0.9
1.04.12,42,19,68,20,0,0,8.69,1
2.04.12,39,20,43,28,0,0,6.96,1
3.04.12,39,20,78,31,0,0,8.69,1
4.04.12,40,20,67,32,0,0,10.43,1
5.04.12,42,18,56,31,0,0,8.69,1
6.04.12,39,20,65,28,0,0,9.56,1
7.04.12,38,20,66,32,0,0,10.43,0
8.04.12,39,22,46,20,0,0,9.56,1
9.04.12,40,20,60,32,0,0,10.43,0
10.04.12,42,23,64,20,0,0,11.3,1
11.04.12,40,21,54,32,0,0,13.03,0
12.04.12,42,22,46,31,0,0,11.3,1
13.04.12,38,20,71,31,0,0,13.03,1
14.04.12,37,21,55,24,0,0,10.43,1
15.04.12,37,23,55,31,0,0,12.17,1
16.04.12,38,22,56,20,0,0,10.36,2
17.04.12,41,25,46,31,0,0,11.3,1
18.04.12,38,21,50,32,0,0,13.03,4
19.04.12,39,25,55,31,0,0,10.86,4
20.04.12,32,22,75,25,0,0,10.86,1
21.04.12,41,25,68,23,0,0,11.3,2
22.04.12,41,25,68,23,0,0,11.3,1
23.04.12,42,26,55,24,0,0,10.86,1
24.04.12,38,22,55,31,0,0,11.3,1
25.04.12,38,21,58,33,0,0,13.03,1
26.04.12,38,22,51,31,0,0,10.86,1
27.04.12,39,25,55,20,0,0,10.43,1
28.04.12,39,21,55,31,0,0,13.03,1
29.04.12,39,25,46,23,0,0,11.3,1
30.04.12,40,22,48,31,0,0,11.3,1
Average,42,18,78,20,0,0,10.86,1.17
1.05.12,39,25,33,320,0,0,11.3,1
2.05.12,39,20,35,18,0,0,10.43,1
3.05.12,39,21,39,18,0,0,11.3,4
4.05.12,40,26,31,19,4.2,1,1.13,2
5.05.12,36,21,73,24,0,0,10.43,4
6.05.12,35,25,67,31,2,1,5.22,4
7.05.12,34,24,69,39,16.4,1,10.31,4
8.05.12,35,23,69,42,0,0,7.83,4
9.05.12,36,23,58,24,0,0,8.69,4
10.05.12,40,24,56,22,0,0,6.96,4
11.05.12,41,26,54,21,0,0,9.57,1
12.05.12,42,26,52,20,0,0,8.69,1
13.05.12,41,25,67,32,0,0,10.43,2
14.05.12,41,26,48,18,0,0,10.43,1
15.05.12,42,26,46,16,0,0,8.69,1
16.05.12,41,26,62,34,0,0,12.17,1
17.05.12,41,25,50,20,0,0,13.03,1
18.05.12,42,26,48,18,0,0,14.34,0
19.05.12,42,27,46,16,0,0,13.92,0
20.05.12,43,28,46,16,0,0,13.48,1
21.05.12,43,27,48,16,0,0,16.51,0
22.05.12,43.3,29.2,42,17,0,0,13.9,0
23.05.12,43.9,28.2,48,16,0,0,16.51,1
24.05.12,43.7,28.6,41,16,0,0,14.34,0
25.05.12,44.4,28.4,41,15,0,0,15.21,0
26.05.12,44.7,29.4,43,15,0,0,14.77,0
27.05.12,44,30,44,14,0,0,15.21,0
28.05.12,43,30,55,23,0,0,10.43,1
29.05.12,43.9,29.8,56,23,0,0,7.83,1
30.05.12,44.4,30,54,24,0,0,13.03,3
31.05.12,44.3,29.5,48,18,0,0,13.03,1
Average,44.7,20,73,14,22.6,3,11.26,1.55
1.06.12,45,30.1,46,16,0,0,12.17,0
2.06.12,40.7,29.8,46,16,0,0,12.17,0
3.06.12,40.7,29.8,42,15,0,0,10.45,0
4.06.12,39.5,29.2,38,14,0,0,13.03,1
5.06.12,39.7,28.5,32,13,0,0,13.92,0
6.06.12,39.9,27.5,36,12,0,0,9.13,0
7.06.12,36.5,30,70,34,6.6,1,9.13,1
8.06.12,32.2,27.4,58,30,0,0,3.12,1
9.06.12,38.2,26,56,32,0,0,9.57,1
10.06.12,39.2,29,54,28,0,0,10.43,2
11.06.12,37.2,26,58,30,0,0,8.69,3
12.06.12,39.2,26.4,71,38,0,0,10.43,3
13.06.12,37,24,74,36,0,0,9.57,1
14.06.12,38.2,25,75,34,0,0,10.43,1
15.06.12,39.8,26.5,50,26,45.6,1,10.8,4
16.06.12,39.5,26.8,84,56,0,0,11.31,1
17.06.12,36,25.9,78,54,0,0,4.35,1
18.06.12,36.5,26.2,77,52,3.2,1,2.02,4
19.06.12,30,23.2,88,56,11.6,1,6.68,4
20.06.12,29.5,22.6,90,54,0,0,5.22,5
21.06.12,30.9,26,88,50,0,0,6.09,1
22.06.12,36.5,26.6,82,48,0,0,5.65,3
23.06.12,37.3,27.3,88,46,0,0,4.35,0
24.06.12,37.7,27.8,86,44,0,0,8.7,1
25.06.12,37.5,27.5,84,42,0,0,10.44,3
26.06.12,37.3,27.3,88,36,0,0,11.74,3
27.06.12,37.8,27.3,86,34,0,0,11.3,3
28.06.12,37.4,27.3,94,36,6.6,1,17.4,2
29.06.12,33,26,88,45,0,0,8.7,1
30.06.12,37.7,27.3,82,44,0,0,9.57,2
Average,45,22.6,94,12,73.6,5,9.22,1.73
1.07.12,40.9,28.3,98,46,30,1,12.6,5
2.07.12,37.2,25.2,98,58,6.6,1,2.25,5
3.07.12,34.9,23.5,95,54,12.6,1,3.9,5
4.07.12,34.3,24.8,88,52,0,0,4.48,1
5.07.12,32.7,24.8,88,46,8,1,4.52,8
6.07.12,32,26.6,98,48,13.6,1,1.69,8
7.07.12,27.8,26.5,95,50,1,1,4.35,8
8.07.12,27.5,24.4,94,52,5.4,1,4.69,8
9.07.12,28.5,24.6,98,59,52.4,1,43.7,8
10.07.12,31.7,23.4,95,75,2.6,1,1.73,6
11.07.12,30.5,24.2,89,66,0,0,4.35,4
12.07.12,32.7,24.4,83,51,0,0,6.09,2
13.07.12,33.8,26,88,45,0,0,1.74,2
14.07.12,33.6,26.4,82,44,0,0,1.74,2
15.07.12,30.3,26,88,68,7.8,1,5.19,4
16.07.12,31,25.2,96,65,3.2,1,1.46,5
17.07.12,33,24,92,58,0,0,8.7,4
18.07.12,34.1,25.8,88,56,0,0,10.44,3
19.07.12,34.3,26,84,52,0,0,11.3,2
20.07.12,33.3,25.8,88,48,0,0,10.44,2
21.07.12,33.2,25.8,86,46,0,0,8.7,7
22.07.12,33,26.4,88,56,29.2,1,7.45,8
23.07.12,29.2,23.8,95,68,17.6,1,8.9,8
24.07.12,26.6,23.6,98,76,44.4,1,2.64,8
25.07.12,25.3,23.4,98,78,27,1,6.99,8
26.07.12,25,23.1,96,74,2.7,1,0.01,8
27.07.12,27.1,24.8,99,88,102,1,88.74,8
28.07.12,24.3,24,100,89,193.6,1,168.43,8
29.07.12,24.2,21.6,98,86,180.8,1,157.29,8
30.07.12,23.7,22.4,98,88,42,1,20.25,8
31.07.12,24.5,21,90,86,47.2,1,1.96,8
Average,40.9,21,100,44,829.7,21,19.89,5.77
01.08.12,25.2,22,88,78,1,1,1.3,8
02.08.12,25.6,23,89,76,6.2,1,1.85,8
03.08.12,28.5,25,84,72,0,1,1.74,8
04.08.12,27.6,23,80,68,2.1,1,1.23,8
05.08.12,27.3,23.2,94,69,7,0,1.78,8
06.08.12,25.6,23,100,89,102.6,1,89.26,8
07.08.12,25.1,23,100,90,143.4,1,124.7,8
08.08.12,27.3,23,88,68,0,0,0.87,8
09.08.12,27.6,23.6,84,62,0,0,1.74,8
10.08.12,27.3,24,86,58,0,0,1.74,8
11.08.12,26.3,24,90,72,36.4,1,3.34,8
12.08.12,26.3,24,89,70,3.2,1,2.02,8
13.08.12,26.1,23,90,72,2.4,1,2.08,6
14.08.12,26.3,23,86,68,3.6,1,1.86,8
15.08.12,28.2,16.1,87,65,3.2,1,1.46,7
16.08.12,25,22,88,72,7.6,1,2.38,8
17.08.12,26.3,22,80,64,0,0,1.74,8
18.08.12,27.5,24.6,86,74,8.4,1,2.04,7
19.08.12,29,23.8,84,72,2.8,1,1.06,8
20.08.12,29.9,23.6,96,68,25,1,3.25,8
21.08.12,31.5,24.8,94,69,19,1,1.6,8
22.08.12,28,23,89,68,29.2,1,1.3,7
23.08.12,27,23,98,62,0,0,2.61,5
24.08.12,30.7,24,90,60,0,0,3.04,5
25.08.12,31.5,23.2,96,62,4.2,1,3.3,4
26.08.12,29.7,24.2,99,65,6.2,1,2.61,4
27.08.12,28,23,95,66,5.2,1,3.46,6
28.08.12,28.2,23,94,65,0,0,0.87,4
29.08.12,30.7,24.4,98,64,0,0,2.61,5
30.08.12,33.9,24.8,99,66,4.6,1,1.99,4
31.08.12,34.7,24.7,98,68,4.6,1,1.99,4
Average,34.7,16.1,100,58,427.9,22,8.8,6.84
01.09.12,34.4,25.2,98,65,5,1,3.26,4
02.09.12,33.3,24.8,98,63,0,0,4.35,4
03.09.12,30.3,26,95,59,0,0,8.7,4
04.09.12,32.5,24,93,58,3.4,1,6.96,5
05.09.12,34.3,25.2,98,60,14.6,1,5.9,7
06.09.12,28.2,23.1,96,66,52,1,2.98,7
07.09.12,28.5,24.6,94,65,2.6,1,1.73,8
08.09.12,30.9,23.6,92,63,0,0,3.48,8
09.09.12,32,26,94,64,1,1,3.35,6
10.09.12,32.9,25.6,98,68,25,1,2.84,7
11.09.12,28.3,23.2,96,65,30.8,1,9.05,6
12.09.12,32.7,28.2,92,68,0,0,3.48,7
13.09.12,28.5,23.5,90,62,2,1,1.74,7
14.09.12,30.5,23.2,89,60,0,0,5.22,6
15.09.12,30.8,23.5,87,61,5.8,1,3.19,7
16.09.12,26.5,24.6,76,57,8.4,1,2.31,7
17.09.12,28.7,23.2,82,47,0,0,2.61,7
18.09.12,31,22.7,75,59,0,0,4.34,7
19.09.12,30.7,23.2,89,63,0,0,3.48,6
20.09.12,31.9,23,92,65,0,0,5.22,5
21.09.12,33.2,23.6,85,63,0,0,3.48,0
22.09.12,31.2,24.2,84,62,0,0,4.35,0
23.09.12,34,23.6,82,60,0,0,4.35,0
24.09.12,33.9,23.2,95,76,25.6,1,5.59,0
25.09.12,32.4,22.6,90,75,0,0,3.48,0
26.09.12,31.9,22.7,92,79,5.6,1,3.86,0
27.09.12,32.4,22.7,89,74,0,0,2.61,0
28.09.12,32.3,22.4,84,68,0,0,3.48,0
29.09.12,33.5,22.8,82,65,0,0,3.91,0
30.09.12,34.4,22.2,78,61,0,0,4.35,0
Average,34.4,22.2,98,47,181.8,13,4.12,4.17
01.10.12,34.7,22.4,75,60,0,0,6.96,0
02.10.12,35.5,24.8,74,58,0,0,5.22,1
03.10.12,35.6,25,72,56,0,0,6.09,1
04.10.12,34.4,25.6,70,54,0,0,6.96,1
05.10.12,35.5,21.6,68,52,0,0,7.39,1
06.10.12,35.4,23,66,54,0,0,7.83,1
07.10.12,35.5,21,65,54,0,0,3.48,1
08.10.12,32.5,23.5,64,52,0,0,4.35,0
09.10.12,31.7,23.4,62,54,0,0,4.35,0
10.10.12,31.7,23.4,60,52,0,0,3.48,0
11.10.12,34.8,20,58,47,0,0,5.22,0
12.10.12,34.5,18.6,56,46,0,0,6.09,0
13.10.12,34.5,18,55,42,0,0,6.52,0
14.10.12,34,18,52,40,0,0,6.96,0
15.10.12,34.2,18.2,51,39,0,0,7.83,0
16.10.12,35.7,19.7,50,38,0,0,5.22,0
17.10.12,35,19,52,36,0,0,6.09,0
18.10.12,34.3,19,48,35,0,0,4.35,0
19.10.12,34.3,19,46,34,0,0,3.48,0
20.10.12,33.6,18.5,46,32,0,0,5.22,0
21.10.12,33.4,18.4,44,30,0,0,4.78,0
22.10.12,33.4,18.4,46,32,0,0,5.22,0
23.10.12,33,19,48,33,0,0,6.09,0
24.10.12,33.7,18.4,45,36,0,0,5.65,2
25.10.12,33.6,17.8,44,37,0,0,6.96,0
26.10.12,33.1,19.2,43,36,0,0,6.09,0
27.10.12,33,18.6,44,36,0,0,3.04,0
28.10.12,33.1,17,45,35,0,0,3.48,0
29.10.12,32.6,17,46,32,0,0,2.61,0
30.10.12,32,15.2,47,36,0,0,3.48,0
31.10.12,31.5,14.2,45,35,0,0,3.48,1
Average,35.7,14.2,75,30,0,0,5.29,0.29
01.11.12,31.7,15,44,36,0,0,26.1,4
02.11.12,29.7,15.2,47,35,0,0,3.04,2
03.11.12,32.6,18.2,83,64,0,0,3.48,1
04.11.12,30.2,20,84,68,0,0,4.35,3
05.11.12,30.5,17.4,86,69,0,0,3.48,2
06.11.12,30.7,15,88,67,0,0,3.91,1
07.11.12,30.5,15.6,86,67,0,0,2.61,1
08.11.12,30.2,14.8,87,65,0,0,3.48,1
09.11.12,26,16,89,66,0,0,3.91,2
10.11.12,26,16,88,63,0,0,2.61,3
11.11.12,31,14.2,87,65,0,0,3.5,0
12.11.12,30,15.8,88,65,0,0,3.48,0
13.11.12,30.2,15.4,87,66,0,0,2.61,1
14.11.12,31,15.8,86,64,0,0,2.17,0
15.11.12,31.1,16.8,89,66,0,0,3.91,0
16.11.12,30.3,13.8,89,67,0,0,2.61,0
17.11.12,30.7,13.2,88,68,0,0,2.61,0
18.11.12,30.9,14,87,66,0,0,3.04,0
19.11.12,29.5,13.1,79,65,0,0,2.61,0
20.11.12,29,13,77,66,0,0,3.04,0
21.11.12,28.7,14,78,68,0,0,3.04,0
22.11.12,29.7,14.4,76,67,0,0,3.04,0
23.11.12,30.3,12.5,75,63,0,0,3.48,0
24.11.12,30.5,14,77,65,0,0,2.61,0
25.11.12,30.5,14.4,79,66,0,0,3.48,0
26.11.12,30.9,13.2,77,65,0,0,3.04,0
27.11.12,30.3,13.6,75,66,0,0,2.61,0
28.11.12,31.2,14.6,76,65,0,0,3.48,0
29.11.12,31,16.4,79,56,0,0,3.04,0
30.11.12,30.9,16.2,78,54,0,0,2.61,0
Average,32.6,12.5,89,35,0,0,3.9,0.7
01.12.12,30.2,14.2,79,59,0,0,2.61,0
02.12.12,28.2,14.5,78,62,0,0,3.04,1
03.12.12,29.5,14.2,79,63,0,0,3.48,1
04.12.12,29.6,15.4,78,64,0,0,3.04,1
05.12.12,29,13.1,76,65,0,0,2.61,1
06.12.12,30.5,15.2,78,62,0,0,4.34,1
07.12.12,31.5,14.2,77,59,0,0,3.48,1
08.12.12,32.5,14.2,79,62,0,0,2.61,1
09.12.12,32.5,14.2,89,61,0,0,3.04,1
10.12.12,31,17.2,83,56,0,0,3.48,1
11.12.12,32.5,15,80,59,0,0,3.91,0
12.12.12,31.5,16,79,60,0,0,3.04,1
13.12.12,30,14,78,58,0,0,2.61,0
14.12.12,29.9,13.6,76,59,0,0,3.91,0
15.12.12,29.3,13.2,75,62,0,0,3.91,0
16.12.12,30.2,13.4,78,64,0,0,4.35,0
17.12.12,30.4,16.6,76,62,0,0,3.91,4
18.12.12,27.5,15,78,56,0,0,2.61,2
19.12.12,28.5,14.2,75,55,0,0,3.04,2
20.12.12,28.2,13.8,74,54,0,0,2.61,1
21.12.12,27.9,11.2,79,56,0,0,2.61,2
22.12.12,27,9.4,80,57,0,0,3.91,1
23.12.12,27.2,10.4,82,62,0,0,4.35,1
24.12.12,27,10,75,52,0,0,2.61,1
25.12.12,25.2,10,71,54,0,0,2.17,2
26.12.12,25.4,8.2,77,59,0,0,1.74,1
27.12.12,24.7,8.8,79,68,0,0,1.74,0
28.12.12,24.4,7.8,77,55,0,0,2.61,0
29.12.12,25.9,9.2,76,52,0,0,3.04,0
30.12.12,28,10.7,78,65,0,0,1.74,1
31.12.12,27.1,14.8,72,55,0,0,2.17,2
Average,32.5,7.8,89,52,0,0,3.04,0.97
